kind,id,payload_json
annotation,annotation_48bfacdae5faa0153cd5aa162fe323bf021b89cf2a92a1966dd6db1c3ecb6c65,"{""id"":""annotation_48bfacdae5faa0153cd5aa162fe323bf021b89cf2a92a1966dd6db1c3ecb6c65"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/claim-spectral-key-refuted""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.9"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_4a90b65611505650e3ff4369bfd117556093f8bdc1dd53d0fc211e3d26ed526b,"{""id"":""annotation_4a90b65611505650e3ff4369bfd117556093f8bdc1dd53d0fc211e3d26ed526b"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-date-julian-1582""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-julian-historiography""},""graph"":{""kind"":""default""}}"
annotation,annotation_4ab873937d7d93c365ef1f6f52707e02f75e897cd531bf29406b2870e9dae2fd,"{""id"":""annotation_4ab873937d7d93c365ef1f6f52707e02f75e897cd531bf29406b2870e9dae2fd"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/claim-ai-german-sixth""},""predicate"":""https://blackcatinformatics.ca/gmeow/standpointModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""},""graph"":{""kind"":""default""}}"
annotation,annotation_4c4ac1d9b2c396cecb52ebfbff6989be17144ed437937ab2aa8a96812265ee40,"{""id"":""annotation_4c4ac1d9b2c396cecb52ebfbff6989be17144ed437937ab2aa8a96812265ee40"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-event-fabrication-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-08T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_4d98970589ad5f1e0012849703ed4f321241d737db00466cd13ebb221d34a20b,"{""id"":""annotation_4d98970589ad5f1e0012849703ed4f321241d737db00466cd13ebb221d34a20b"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-bullshit-held-modality-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-analyst""},""graph"":{""kind"":""default""}}"
annotation,annotation_4dbca6cf380ed40288d0b4ee3e6eba12edac8bf75560ab68e0093feacd526dd0,"{""id"":""annotation_4dbca6cf380ed40288d0b4ee3e6eba12edac8bf75560ab68e0093feacd526dd0"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-held-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-01-15T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_4f1b4dd63be109947fc7f029a5374412495a3a6b1a191bf919600b1e08dd6e78,"{""id"":""annotation_4f1b4dd63be109947fc7f029a5374412495a3a6b1a191bf919600b1e08dd6e78"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-event-bullshit-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.72"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_4f3781997f8bd7ece1dce1f6295171f0f24fe8b714ec837c80867279096a11c9,"{""id"":""annotation_4f3781997f8bd7ece1dce1f6295171f0f24fe8b714ec837c80867279096a11c9"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-impersonation-projected-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-10T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_5129a63dae0663d31554ccb56ded2602829063c3c7ce6a0642595cf625608790,"{""id"":""annotation_5129a63dae0663d31554ccb56ded2602829063c3c7ce6a0642595cf625608790"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-bullshit-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-analyst""},""graph"":{""kind"":""default""}}"
annotation,annotation_51911cadd95a5c15bd2288550c4e50efb50b460a4640e5d534e6ef9067629132,"{""id"":""annotation_51911cadd95a5c15bd2288550c4e50efb50b460a4640e5d534e6ef9067629132"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-forgery-projected-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-09T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_526556fba9463ec18a66726fb8de1a66b513b411bdef7a5a4b0752d7b4e60a4b,"{""id"":""annotation_526556fba9463ec18a66726fb8de1a66b513b411bdef7a5a4b0752d7b4e60a4b"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-fiction-veridicality-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-07T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_539505ceeab12f7a8755fc704979631492db91ea9e0377aceafc97669d1551d3,"{""id"":""annotation_539505ceeab12f7a8755fc704979631492db91ea9e0377aceafc97669d1551d3"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-event-lie-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-investigator""},""graph"":{""kind"":""default""}}"
annotation,annotation_539f9856807fd16cb4dc42a54ce9914e0073e93121cd750b21c65d9a234ff786,"{""id"":""annotation_539f9856807fd16cb4dc42a54ce9914e0073e93121cd750b21c65d9a234ff786"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-dupe-telling-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-investigator""},""graph"":{""kind"":""default""}}"
annotation,annotation_552f5deca6836fe331bc93bd18b467592ce681a42028a5b02b2f99f6231f11e0,"{""id"":""annotation_552f5deca6836fe331bc93bd18b467592ce681a42028a5b02b2f99f6231f11e0"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-forgery-counterpart-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.85"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_568542e013845ee8c20b584057f217f7accef99dc44391f427930114642d2b80,"{""id"":""annotation_568542e013845ee8c20b584057f217f7accef99dc44391f427930114642d2b80"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/claim-photo-license""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.95"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_5698eed4aa2503710a04f7d8c0c7d95f6519bd8d0222509bd5778cd1af3a203a,"{""id"":""annotation_5698eed4aa2503710a04f7d8c0c7d95f6519bd8d0222509bd5778cd1af3a203a"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-factcheck-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-factchecker""},""graph"":{""kind"":""default""}}"
annotation,annotation_56b30e903afd0ba433457af3110966fbd9f115d2210eebbb0cfd7b83cf2a9501,"{""id"":""annotation_56b30e903afd0ba433457af3110966fbd9f115d2210eebbb0cfd7b83cf2a9501"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-forgery-signature-fail-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-verifier""},""graph"":{""kind"":""default""}}"
annotation,annotation_56cdd0f9a7ae19ef0a2a3dbd2be3e574cb86fbe07e7f9a7df3bc03bc858e8e14,"{""id"":""annotation_56cdd0f9a7ae19ef0a2a3dbd2be3e574cb86fbe07e7f9a7df3bc03bc858e8e14"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-forgery-signature-fail-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.92"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_572e0903df3ba328d2ff419b06016ce494e88ae28da32e2021c07dee9edeaef4,"{""id"":""annotation_572e0903df3ba328d2ff419b06016ce494e88ae28da32e2021c07dee9edeaef4"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-self-deception-roles-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-06T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_57e60d41a130bef8228e30918c5e46a6f0dcdd751507e252f925cf9974771bf1,"{""id"":""annotation_57e60d41a130bef8228e30918c5e46a6f0dcdd751507e252f925cf9974771bf1"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/ai/claim-east-wing-close""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/ai/assistant""},""graph"":{""kind"":""default""}}"
annotation,annotation_581337b339b8b49a56d2d0421e8207b2e562baca595618b033b1c47cc94ddf6f,"{""id"":""annotation_581337b339b8b49a56d2d0421e8207b2e562baca595618b033b1c47cc94ddf6f"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-held-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.75"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_58e10aaadb734de65675384cc5565ddfc491d70a5709d8de061dc519b8e716c6,"{""id"":""annotation_58e10aaadb734de65675384cc5565ddfc491d70a5709d8de061dc519b8e716c6"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-fabrication-verification-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.9"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_58e62bcf406cf4de40079b7f7158883523e356e224837a847f58b4e7845dd124,"{""id"":""annotation_58e62bcf406cf4de40079b7f7158883523e356e224837a847f58b4e7845dd124"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/claim-ai-german-sixth""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-14T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_59b2bed6355806653847ee83aabb8f3caf5f3e63567c9fc75e6e2a1b07a9dbfa,"{""id"":""annotation_59b2bed6355806653847ee83aabb8f3caf5f3e63567c9fc75e6e2a1b07a9dbfa"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-origin-intent-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-investigator""},""graph"":{""kind"":""default""}}"
annotation,annotation_59e6441b726a139708dbfb9fb69d4ab8b8621f7b53b2e89649ce0e06970ee533,"{""id"":""annotation_59e6441b726a139708dbfb9fb69d4ab8b8621f7b53b2e89649ce0e06970ee533"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-fabrication-projected-modality-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-forger""},""graph"":{""kind"":""default""}}"
annotation,annotation_5aa030da7aae7116a85b1319c93ccec3c0eccd8cbd26732410a597b28147e70a,"{""id"":""annotation_5aa030da7aae7116a85b1319c93ccec3c0eccd8cbd26732410a597b28147e70a"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-impersonation-implicates-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-investigator""},""graph"":{""kind"":""default""}}"
annotation,annotation_5b20892588a11412038645cd9d4aea395454b867194a54647e872103cff354c3,"{""id"":""annotation_5b20892588a11412038645cd9d4aea395454b867194a54647e872103cff354c3"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-origin-projected-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-11T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_5b97c02f8755198a6b2acd34c6b46b3dc60dfee571cc98a8781eae2ecaf4f3ae,"{""id"":""annotation_5b97c02f8755198a6b2acd34c6b46b3dc60dfee571cc98a8781eae2ecaf4f3ae"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-impersonation-held-modality-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-10T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_5cbe2bf9707f0211731be8cf197dbc7e4486c96ccd9de7a2eb1576eb0ea3f098,"{""id"":""annotation_5cbe2bf9707f0211731be8cf197dbc7e4486c96ccd9de7a2eb1576eb0ea3f098"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-downstream-telling-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-investigator""},""graph"":{""kind"":""default""}}"
annotation,annotation_5ce8d2d889efaa3309a72115ab62383b493d741d97e878160216a6372166f2bf,"{""id"":""annotation_5ce8d2d889efaa3309a72115ab62383b493d741d97e878160216a6372166f2bf"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-distortion-projected-modality-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-spin-doctor""},""graph"":{""kind"":""default""}}"
annotation,annotation_5d5f968f015b70b66c82c9918b6e56c2f4f4e36550d0e3b51188d21bad5df3c9,"{""id"":""annotation_5d5f968f015b70b66c82c9918b6e56c2f4f4e36550d0e3b51188d21bad5df3c9"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/claim-bar17-meter-4_4-plus-3_8""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.8"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_5eae284180170d45dde88b64fbec97988d819f21a20ca969511835cc9e86c84f,"{""id"":""annotation_5eae284180170d45dde88b64fbec97988d819f21a20ca969511835cc9e86c84f"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-impersonation-held-modality-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.78"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_6099e0facd985571bdeed9c52b6e0e363347f50b6b23499d6729ba968a51ede3,"{""id"":""annotation_6099e0facd985571bdeed9c52b6e0e363347f50b6b23499d6729ba968a51ede3"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-alice-birthdate""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.9"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_61e1623e215302c2181f3bf880e06fcfac814ff7bb351b67ba8d8ec33c3e0aab,"{""id"":""annotation_61e1623e215302c2181f3bf880e06fcfac814ff7bb351b67ba8d8ec33c3e0aab"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-myth-propagation-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-05-10T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_621824b8e21f51c22f0297c590b4b3e6acec212b043e88ab4c5da406caa9fbef,"{""id"":""annotation_621824b8e21f51c22f0297c590b4b3e6acec212b043e88ab4c5da406caa9fbef"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/claim-not-math-rock-band""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/standpoint-the-band""},""graph"":{""kind"":""default""}}"
annotation,annotation_62eed06536feaade912e01455d158aec12b11192164d7b0db2495868a44c0fa6,"{""id"":""annotation_62eed06536feaade912e01455d158aec12b11192164d7b0db2495868a44c0fa6"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-origin-held-modality-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-investigator""},""graph"":{""kind"":""default""}}"
annotation,annotation_640902ff4d3cd6c8417f4265e3bcd56c86272b8b1c97102ad5372641e7b8ab51,"{""id"":""annotation_640902ff4d3cd6c8417f4265e3bcd56c86272b8b1c97102ad5372641e7b8ab51"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-forgery-implicates-work-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-investigator""},""graph"":{""kind"":""default""}}"
annotation,annotation_6435a8b298ba805f03a031a21c8a2ebcccb704d3ec3e3cee090b38874511b093,"{""id"":""annotation_6435a8b298ba805f03a031a21c8a2ebcccb704d3ec3e3cee090b38874511b093"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-impersonation-projected-modality-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-10T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_6482bae21c310c37b4802dfa6871cc5b89d04dde059abc23c43d808c5c2e9a6f,"{""id"":""annotation_6482bae21c310c37b4802dfa6871cc5b89d04dde059abc23c43d808c5c2e9a6f"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-distortion-projected-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.85"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_64b8d4ba8bc6f5626434dab1db4e062750e8125d32707e064ceffd3d22ecd817,"{""id"":""annotation_64b8d4ba8bc6f5626434dab1db4e062750e8125d32707e064ceffd3d22ecd817"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-forgery-counterpart-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-09T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_64d3385cc84270a14fea6b7f9f4b754cb0a3c8f8cd1266729cf087501e2d4301,"{""id"":""annotation_64d3385cc84270a14fea6b7f9f4b754cb0a3c8f8cd1266729cf087501e2d4301"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-fabrication-held-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.75"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_64eb16f07e4310ba62768cb5f9fd2b20d91bb896e5620f35e8cad1d8d081d967,"{""id"":""annotation_64eb16f07e4310ba62768cb5f9fd2b20d91bb896e5620f35e8cad1d8d081d967"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-self-deception-projected-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.75"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_6536b94b69ecb7478ba67baa56b3a7e0cdaade8813f89047e1718cb0b6b5bae8,"{""id"":""annotation_6536b94b69ecb7478ba67baa56b3a7e0cdaade8813f89047e1718cb0b6b5bae8"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-territory-1850-per-2025-historiography""},""predicate"":""https://blackcatinformatics.ca/gmeow/validUntil"",""object"":{""kind"":""literal"",""lexical"":""1860-12-31T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_65530008ac6d5677cbc32db7ad51ada66b7c13215afcf960fe4b85091c24ce87,"{""id"":""annotation_65530008ac6d5677cbc32db7ad51ada66b7c13215afcf960fe4b85091c24ce87"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-dupe-participant-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.75"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_65b8cf1283fabb4e2406ccf7fff6ede680719c0ed5b6c4a5acb1d80c2da262e3,"{""id"":""annotation_65b8cf1283fabb4e2406ccf7fff6ede680719c0ed5b6c4a5acb1d80c2da262e3"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-projected-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-01-15T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_65f525ea738f515cdff65a85623261b7ffe2a1aae0060162f12fd74cbe3d098b,"{""id"":""annotation_65f525ea738f515cdff65a85623261b7ffe2a1aae0060162f12fd74cbe3d098b"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-event-lie-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.88"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_661ca8b9bdc68c8773a732abfdb8a1d9a4bf9513ff55ce9fd22cdd8bf7889b8c,"{""id"":""annotation_661ca8b9bdc68c8773a732abfdb8a1d9a4bf9513ff55ce9fd22cdd8bf7889b8c"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-date-julian-1582""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.95"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_661d5207cac6a2b591554b0bd3a558790399f3e0e69ed6ea1c300a7933856194,"{""id"":""annotation_661d5207cac6a2b591554b0bd3a558790399f3e0e69ed6ea1c300a7933856194"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-downstream-event-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.6"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_66af8522d4be8a593e689693bcdf77f985ed537bca65272ba3dab5122558424b,"{""id"":""annotation_66af8522d4be8a593e689693bcdf77f985ed537bca65272ba3dab5122558424b"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-fabrication-held-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-08T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
