id,source,target,edge_type,rdf_json
edge_cf03636cfde839e70a5dd937c1f0a4a1e65898920aba5df9103c7a77c5fc5a43,node_91b6ea02e28fadf5984dbe8d820fcb9a7a8d7284324c819cda0e8074e310692c,node_92e04731f8b9424b4cd4df64b558e4ab5c9db2be0e2c9f70328ae5b8919d25ce,https://blackcatinformatics.ca/gmeow/claimModality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-fabrication-held-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/refuted""},""graph"":{""kind"":""default""}}"
edge_d14d34fa7ad953aca861d68a0353a5f5c87dc4740e7448a0455afe152a3e5093,node_ed98af62de67c67ca64bbec4a9221e8b6332dc25e11fc5e6f6ff84f8d82a9cbc,node_29475456a68c742a5dff30459f148ea2f161eb1c14719270212ef70b4fb153a5,https://blackcatinformatics.ca/gmeow/claimModality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-bullshit-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/bullshit""},""graph"":{""kind"":""default""}}"
edge_d1cf89a6de8d1ea092be8fcf88a7394c137698b808de65033432856485bc672b,node_3d16f76bb2cf4bf96bda946529ee40c66c7bd341b88bd614fbdd89d5dcff277f,node_f76c0b68a752784b9219fbc9759ae7c8aa88e895f655e4ea5340e3aabba5ea49,https://blackcatinformatics.ca/gmeow/participationParticipant,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/participation-disinformation-dupe-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/participationParticipant"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/agent-dupe-001""},""graph"":{""kind"":""default""}}"
edge_d2a4ef6ced20cbde4534719a60763cc5b9241f0c0adf9e1e716a147edd5c6003,node_836e04d5aab736e0eb80fee0652783c5708f301304d9e607abb902eaf7d4a60f,node_e48da2a31d7db339c83bffbab22698fc151cb55daefc69300c91cac5a629a1da,https://blackcatinformatics.ca/gmeow/signatureOf,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/cryptographicsignature-forgery-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/signatureOf"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/creativework-forged-001""},""graph"":{""kind"":""default""}}"
edge_d2c53f99ebc095a8bdc23d9e3653f1291ea0c261ce84ca85821e4d7323b1ce1c,node_cedadacb35ecfbe68f4bbcba2e8a2081e21c8eaf4f48be9d5bf2a43a9316e7fc,node_59365c82866eb6bb838159af6db4cb9c772c519361761d2395c946a2530748b7,https://blackcatinformatics.ca/gmeow/eventType,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-bullshit-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/eventType"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeBullshit""},""graph"":{""kind"":""default""}}"
edge_d2cb15cd10a3514a0e671ca34de1c34585a4a1c16fbcf4101ed4d42251bbb194,node_91ea8dd7cf7b609a7d9a9ded0acc0b5f0dce166a3d41d586eaee4daca140c155,node_cf866d1b1df66f992bef7cf968e54273e83b3450c1159cbb8f2f169881da553b,https://blackcatinformatics.ca/gmeow/heldStandpoint,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-self-deception-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/heldStandpoint"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-self-deception-held-001""},""graph"":{""kind"":""default""}}"
edge_d40db27101a3e09cdfc302fcd06819182350d6a0e6c72924e67e3ed5a7812e49,node_30aaaa4f97ec205909a48461308bcec5ff0f75b0fdd24074f86fc58c595f6fdf,node_f9b354a365b99376b15db14fdf8f4c56072990fcc0353cc0875dfc8915dc9876,https://blackcatinformatics.ca/gmeow/heldStandpoint,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-lie-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/heldStandpoint"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-lie-held-001""},""graph"":{""kind"":""default""}}"
edge_d61cba6d371c1937017c374fc17295f62157c383cad17254b51ea4f78823c053,node_c6f2a865be4dbc13290ea139b70a16ebafb9f542f16211e07429ff614ca1442c,node_acf3cbd00117679780e3cad73130ed7481fd4854abc845f761d6e31c04fa6003,https://blackcatinformatics.ca/gmeow/heldStandpoint,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-disinformation-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/heldStandpoint"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-disinformation-origin-held-001""},""graph"":{""kind"":""default""}}"
edge_d78ce6927b71ad89b33873b5be21256c2564db7a33cb08d6ed8f02d0055d263f,node_fbc8921ae8f75c0965384b8ef4520131499edabf0678b6250685eb59de42f761,node_e7485c5e87e232e9f39141f42b1197cc0679f1b35b7c9ea43911508f97f01059,https://blackcatinformatics.ca/gmeow/claimModality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-downstream-belief-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""},""graph"":{""kind"":""default""}}"
edge_d818784342d095c38190c666eb71a2808f4afd949cddfdd171e4875c80604514,node_0e6b6eb8e321530099bab678a050cfdd5b9eb02d67750c59805ec2ca82485ed8,node_522cfda32d2d7eab008178597c790469e2f5230a7880e28937aa3f5e55ad9369,https://blackcatinformatics.ca/gmeow/eventType,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-dupe-reshare-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/eventType"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeDeception""},""graph"":{""kind"":""default""}}"
edge_da1eb77a5181bc1c017db6bdeb1c93314acc3d4b373f3dd2ca28cf5b92e167db,node_1dfbef9cdc0df926f64dc68342ae99ba7840c84b91e8901d77e36554af3db845,node_0e9cf57fb66084902e469f226de33b8f611c6feec53c9a9355935a80b12984dd,https://blackcatinformatics.ca/gmeow/participationParticipant,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/participation-disinformation-origin-deceiver-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/participationParticipant"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/agent-deceiver-001""},""graph"":{""kind"":""default""}}"
edge_db4caf0ce1725b96ed4e735667315cbbeec5e1d8253c847277775d104adbca37,node_3d16f76bb2cf4bf96bda946529ee40c66c7bd341b88bd614fbdd89d5dcff277f,node_fc6bb1e1ea532e5a314abc1884b49f4b0022803672827d96bc66f07dac1f191c,https://blackcatinformatics.ca/gmeow/participationRole,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/participation-disinformation-dupe-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/participationRole"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/roleDupe""},""graph"":{""kind"":""default""}}"
edge_db8526280ff8d5c67bc689791f11900e2feb7d9bc30e0aa4b34e1ad1ccdb54ac,node_2be479884a26bfb9f12e32cb524f2017d197f5a4cfd92544dccff12fab35b74e,node_de6e9b47305609f504d31de895815b5bfce23045eca7719f3fa31125ecc904e5,https://blackcatinformatics.ca/gmeow/accordingTo,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-hogwarts-in-canon""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/narrative-frame-harry-potter""},""graph"":{""kind"":""default""}}"
edge_dc8ba63fb312e94d011177ec4b3bd3b8c677c22a3538c191575437c5975b93ca,node_91ea8dd7cf7b609a7d9a9ded0acc0b5f0dce166a3d41d586eaee4daca140c155,node_1fe5614cc32353824d707a633911aa3e1f6c55a6066b6ffa0089f4ea2a6ac205,https://blackcatinformatics.ca/gmeow/hasParticipant,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-self-deception-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/hasParticipant"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/agent-self-001""},""graph"":{""kind"":""default""}}"
edge_ddc95438b586c224a94a09b0c79edbb004654f623f43ce1013aa5f2190a0ca0d,node_d8a7918ccf645799435d1073289c07aed3ba5b7b56ffc8602ca73cc97c73895c,node_37e1c9df539e3b0f33fa1edc5277e9c851a9a86855ce5cd9e499a7ca2a97ef66,https://blackcatinformatics.ca/gmeow/eventType,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-fabrication-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/eventType"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeFabrication""},""graph"":{""kind"":""default""}}"
edge_e2f654cbb5f7d9194d641966d49468992906e775457b35906deb41e99c4dd63d,node_30aaaa4f97ec205909a48461308bcec5ff0f75b0fdd24074f86fc58c595f6fdf,node_819be48b136a895bb7dda7da5b2f4ee6a7857772fdc6a40622109cda2ae7059e,https://blackcatinformatics.ca/gmeow/projectedStandpoint,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-lie-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/projectedStandpoint"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-lie-projected-001""},""graph"":{""kind"":""default""}}"
edge_e2f723f4e711f66decbd211dad7687724992ae88d23f14a4156da6785858d7e7,node_d8a7918ccf645799435d1073289c07aed3ba5b7b56ffc8602ca73cc97c73895c,node_f226a963c0802c9c2580a1c5b80022ecae52fb6f4633541772409c8af2a0acbd,https://blackcatinformatics.ca/gmeow/implicates,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-fabrication-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/implicates"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/verificationresult-fabrication-001""},""graph"":{""kind"":""default""}}"
edge_e7b42818f4e93b540c124be59beee63b679ff998303175aa70789eca2e28fa35,node_049737ff2978e6731baae8fa83e5aa5b976dc2124b0e8e7a89ed349121687c99,node_6af1190596fd7c933086d0f35cd961cd5896ac17c2bc3c68666862dc44862f39,https://blackcatinformatics.ca/gmeow/authoredBy,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/aiCommit""},""predicate"":""https://blackcatinformatics.ca/gmeow/authoredBy"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/copilot""},""graph"":{""kind"":""default""}}"
edge_e93c9b218baa769fe0f34a23d60464471c21067bbf02c516ab7727886588e871,node_5b6692d54b70ef12900753289e451b57656ab3b3c1ae3bca6855631fe401a4b6,node_070d5f3cb7d31cb788721a35323f27e64b0b77e645719fc4b09f4ee10183c05a,https://blackcatinformatics.ca/gmeow/containedInPlace,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/crimea""},""predicate"":""https://blackcatinformatics.ca/gmeow/containedInPlace"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/russia""},""graph"":{""kind"":""default""}}"
edge_f23c72b0825e1a89d06c13517f000f21aedc05d7d81d5d5c05f09a9c54c5fc62,node_91ea8dd7cf7b609a7d9a9ded0acc0b5f0dce166a3d41d586eaee4daca140c155,node_06ac21cbd24ae8577ec7ac3e6b4a42506675278cd730efdd793ec09c86014333,https://blackcatinformatics.ca/gmeow/projectedStandpoint,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-self-deception-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/projectedStandpoint"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-self-deception-projected-001""},""graph"":{""kind"":""default""}}"
edge_f621fbdda9e5f10a6354fb8112d32b0da43d9b1e4da86a36771d6970fd034132,node_3c15898454e3c34ebbce265bfb815d9e89884322625c217e1b0dedccb24e2baa,node_533d48291dce57b01ae7141a9feab7c0e0e679f19585cd112a4e197112a5f5ab,https://blackcatinformatics.ca/gmeow/implicates,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-paltering-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/implicates"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/proposition-paltering-implicated-001""},""graph"":{""kind"":""default""}}"
edge_f8cf7d38c9389acf0e3dc33cbf700543465ddf8c7be4109360e4e4527ec278b9,node_1dfbef9cdc0df926f64dc68342ae99ba7840c84b91e8901d77e36554af3db845,node_d8e2e43d2566f5729c1aa4726b013b6c507f4f0eb4fbaca1926270267643239f,https://blackcatinformatics.ca/gmeow/participationRole,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/participation-disinformation-origin-deceiver-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/participationRole"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/roleDeceiver""},""graph"":{""kind"":""default""}}"
edge_fb579d341177a585e86d5c2909a459696bf2efec05e77f67d540a2af41086185,node_da5bc5be91e2a70713af306ebd48db80ab5b8182801e6bb732f206bf0141efb6,node_fbc8921ae8f75c0965384b8ef4520131499edabf0678b6250685eb59de42f761,https://blackcatinformatics.ca/gmeow/projectedStandpoint,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-downstream-reshare-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/projectedStandpoint"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-downstream-belief-001""},""graph"":{""kind"":""default""}}"
